Region,Date,Rainfall Deficit,SPI,SPEI,Drought Risk
Anuradapura AdministrativeArea2,2021-02-26,217.9264374,-0.75826269,-0.37907123,Moderate Risk
Anuradapura AdministrativeArea1,2021-02-27,261.2029237,-1.709651504,-1.457878276,Moderate Risk
Anuradapura AdministrativeArea3,2021-02-28,93.78774861,1.553214972,0.17179655,High Risk
Anuradapura AdministrativeArea3,2021-03-01,202.26042,-2.397382897,-0.694207738,Moderate Risk
Anuradapura AdministrativeArea3,2021-03-02,143.7931942,-0.813647672,0.362426918,Moderate Risk
Anuradapura AdministrativeArea1,2021-03-03,111.0722674,-1.286121973,-0.20716373,Moderate Risk
Anuradapura AdministrativeArea4,2021-03-04,52.94295319,-1.854948267,0.992545851,High Risk
Anuradapura AdministrativeArea2,2021-03-05,267.9935159,-1.639792512,-0.888908511,Moderate Risk
Anuradapura AdministrativeArea1,2021-03-06,83.97038681,-0.031014719,-1.312001765,Moderate Risk
Anuradapura AdministrativeArea2,2021-03-07,269.5292902,-0.369717526,0.811839043,Moderate Risk
Anuradapura AdministrativeArea2,2021-03-08,200.1726497,0.091846015,-0.463491188,Moderate Risk
Anuradapura AdministrativeArea1,2021-03-09,205.2638886,1.138101851,0.2544143,Low Risk
Anuradapura AdministrativeArea4,2021-03-10,257.1629486,1.961643818,1.764274944,No Risk
Anuradapura AdministrativeArea3,2021-03-11,177.3602867,-1.90768964,-0.06362522,Moderate Risk
Anuradapura AdministrativeArea2,2021-03-12,139.321142,-2.086610709,-1.390431483,Moderate Risk
Anuradapura AdministrativeArea2,2021-03-13,84.701671,-0.898226725,-0.293185947,Moderate Risk
Anuradapura AdministrativeArea1,2021-03-14,192.6038453,0.231505752,-0.085876097,Moderate Risk
Anuradapura AdministrativeArea2,2021-03-15,188.2917636,-2.000563248,1.063913644,High Risk
Anuradapura AdministrativeArea1,2021-03-16,123.4741214,1.079858921,-1.219246978,Moderate Risk
Anuradapura AdministrativeArea2,2021-03-17,200.0142314,0.28047109,-0.612392931,Moderate Risk
Anuradapura AdministrativeArea4,2021-03-18,159.8417215,1.242306523,-1.799886722,High Risk
Anuradapura AdministrativeArea4,2021-03-19,251.3825385,-0.710430988,0.807911726,Moderate Risk
Anuradapura AdministrativeArea3,2021-03-20,189.8715644,-0.494517159,0.975729376,Moderate Risk
Anuradapura AdministrativeArea3,2021-03-21,283.4196466,1.537857828,-0.171234525,Moderate Risk
Anuradapura AdministrativeArea4,2021-03-22,179.4957421,-1.164952717,0.153074635,Moderate Risk
Anuradapura AdministrativeArea3,2021-03-23,271.8738258,-0.592915361,0.999255353,Moderate Risk
Anuradapura AdministrativeArea3,2021-03-24,180.1312845,-2.432534994,-0.926794278,Moderate Risk
Anuradapura AdministrativeArea3,2021-03-25,189.5087009,0.276603865,0.427861144,Low Risk
Anuradapura AdministrativeArea4,2021-03-26,141.7019989,1.757319001,1.855677391,No Risk
Anuradapura AdministrativeArea3,2021-03-27,150.0422809,-2.360543566,0.631871274,High Risk
Anuradapura AdministrativeArea1,2021-03-28,283.2753718,0.568948515,-1.687559453,High Risk
Anuradapura AdministrativeArea3,2021-03-29,105.8206005,1.727242664,-0.838959722,Moderate Risk
Anuradapura AdministrativeArea1,2021-03-30,80.36443042,-0.030340577,0.076506423,Moderate Risk
Anuradapura AdministrativeArea3,2021-03-31,257.552728,-0.934891795,-1.709316933,Moderate Risk
Anuradapura AdministrativeArea1,2021-04-01,194.2276999,2.482919066,0.706279248,High Risk
Anuradapura AdministrativeArea3,2021-04-02,121.1618286,-2.175843872,0.616848797,High Risk
Anuradapura AdministrativeArea1,2021-04-03,158.1000551,-1.447882601,1.505294763,Moderate Risk
Anuradapura AdministrativeArea3,2021-04-04,181.2263067,1.926223073,-2.88E-05,Moderate Risk
Anuradapura AdministrativeArea1,2021-04-05,198.0350642,-1.013465648,0.768554199,Moderate Risk
Anuradapura AdministrativeArea4,2021-04-06,255.2627557,1.599233306,-1.271927165,Moderate Risk
Anuradapura AdministrativeArea2,2021-04-07,148.5880819,-0.83399353,-1.988521229,Moderate Risk
Anuradapura AdministrativeArea2,2021-04-08,219.1257783,1.559904777,-1.310984023,Moderate Risk
Anuradapura AdministrativeArea4,2021-04-09,258.6917434,0.928643823,-1.751141607,High Risk
Anuradapura AdministrativeArea4,2021-04-10,260.943364,-0.157387816,-0.289127901,Moderate Risk
Anuradapura AdministrativeArea1,2021-04-11,113.5613013,0.114726636,-0.126786651,Moderate Risk
Anuradapura AdministrativeArea1,2021-04-12,137.5432611,-1.611702259,0.57789079,High Risk
Anuradapura AdministrativeArea3,2021-04-13,198.7265086,-1.920580257,-1.436912534,Moderate Risk
Anuradapura AdministrativeArea3,2021-04-14,271.4430978,1.084713952,-1.14113561,Moderate Risk
Anuradapura AdministrativeArea2,2021-04-15,247.6115217,1.742865906,1.19330465,High Risk
Anuradapura AdministrativeArea2,2021-04-16,195.9907254,1.109854024,0.306089979,Low Risk
Anuradapura AdministrativeArea1,2021-04-17,295.9334077,2.064323529,-1.882545625,High Risk
Anuradapura AdministrativeArea1,2021-04-18,159.7468074,1.950392071,1.393618689,High Risk
Anuradapura AdministrativeArea4,2021-04-19,260.6126428,1.390936393,0.519222393,Low Risk
Anuradapura AdministrativeArea1,2021-04-20,254.605095,1.9906346,-1.253443574,Moderate Risk
Anuradapura AdministrativeArea3,2021-04-21,277.0095779,-1.663881981,-0.991737035,Moderate Risk
Anuradapura AdministrativeArea4,2021-04-22,296.9195888,1.156805337,0.214189655,Low Risk
Anuradapura AdministrativeArea1,2021-04-23,173.9241744,1.268383017,0.243204726,Low Risk
Anuradapura AdministrativeArea3,2021-04-24,98.90741218,-1.730117124,1.220754656,High Risk
Anuradapura AdministrativeArea3,2021-04-25,165.2238392,2.04791636,-0.565669447,Moderate Risk
Anuradapura AdministrativeArea2,2021-04-26,263.4712192,-2.456073826,0.197212586,High Risk
Anuradapura AdministrativeArea4,2021-04-27,259.0266586,-0.326975019,0.330151914,Moderate Risk
Anuradapura AdministrativeArea2,2021-04-28,133.9924769,-2.392604752,0.234705671,High Risk
Anuradapura AdministrativeArea4,2021-04-29,61.82670174,0.116789229,-1.708376618,High Risk
Anuradapura AdministrativeArea4,2021-04-30,177.4605245,-0.439219231,-0.354988502,Moderate Risk
Anuradapura AdministrativeArea2,2021-05-01,168.5252323,0.615309686,-0.644463515,Moderate Risk
Anuradapura AdministrativeArea2,2021-05-02,71.44099444,1.33222059,1.971110873,High Risk
Anuradapura AdministrativeArea1,2021-05-03,248.7224889,1.342876145,-0.137245746,Moderate Risk
Anuradapura AdministrativeArea4,2021-05-04,120.8975685,1.111108002,-0.259088497,Moderate Risk
Anuradapura AdministrativeArea1,2021-05-05,211.438023,-1.990612791,-0.065249734,Moderate Risk
Anuradapura AdministrativeArea4,2021-05-06,75.37196566,-0.412807369,1.677130328,Moderate Risk
Anuradapura AdministrativeArea3,2021-05-07,265.1757932,1.57975249,0.445815419,High Risk
Anuradapura AdministrativeArea1,2021-05-08,234.8186258,0.771500907,-0.44342645,Moderate Risk
Anuradapura AdministrativeArea2,2021-05-09,147.1056772,0.905139525,1.650309586,High Risk
Anuradapura AdministrativeArea3,2021-05-10,207.3722373,-1.36536984,1.719371766,Moderate Risk
Anuradapura AdministrativeArea2,2021-05-11,96.86347317,-0.874700695,-0.942749065,Moderate Risk
Anuradapura AdministrativeArea3,2021-05-12,296.3556227,2.279056054,-0.426415631,Moderate Risk
Anuradapura AdministrativeArea3,2021-05-13,249.0270105,1.734626286,1.86583468,No Risk
Anuradapura AdministrativeArea1,2021-05-14,247.2350008,-1.675391316,0.164194755,High Risk
Anuradapura AdministrativeArea2,2021-05-15,88.34505439,0.223465355,-0.273019689,Moderate Risk
Anuradapura AdministrativeArea1,2021-05-16,54.43338122,-0.047463663,-1.218381859,Moderate Risk
Anuradapura AdministrativeArea3,2021-05-17,196.3428419,-0.281700704,-0.462244641,Moderate Risk
Anuradapura AdministrativeArea4,2021-05-18,86.03015296,-0.146932143,0.524938899,Moderate Risk
Anuradapura AdministrativeArea4,2021-05-19,245.1083641,0.714442549,-1.84519541,High Risk
Anuradapura AdministrativeArea3,2021-05-20,154.019035,2.335747084,-1.666774853,High Risk
Anuradapura AdministrativeArea2,2021-05-21,134.6485622,1.876626696,-1.97849438,High Risk
Anuradapura AdministrativeArea2,2021-05-22,68.41231562,1.875632018,-1.124290662,Moderate Risk
Anuradapura AdministrativeArea2,2021-05-23,299.01627,1.016883665,-1.268028805,Moderate Risk
Anuradapura AdministrativeArea4,2021-05-24,289.0026951,-2.412061829,1.403230724,High Risk
Anuradapura AdministrativeArea1,2021-05-25,82.89922695,-0.297697335,-1.25904791,Moderate Risk
Anuradapura AdministrativeArea2,2021-05-26,133.202901,0.055631176,0.644724103,Low Risk
Anuradapura AdministrativeArea1,2021-05-27,147.6968845,1.712456525,-1.526563464,High Risk
Anuradapura AdministrativeArea2,2021-05-28,124.2002695,2.114210306,0.374239081,High Risk
Anuradapura AdministrativeArea2,2021-05-29,283.6171399,-0.242270576,-0.257519393,Moderate Risk
Anuradapura AdministrativeArea2,2021-05-30,230.3354573,-0.997701833,-0.365327537,Moderate Risk
Anuradapura AdministrativeArea1,2021-05-31,288.9791014,-0.813226488,1.426247571,Moderate Risk
Anuradapura AdministrativeArea1,2021-06-01,268.6263506,0.393311279,-1.329122133,Moderate Risk
Anuradapura AdministrativeArea1,2021-06-02,238.6353799,-1.125140216,0.380872633,Moderate Risk
Anuradapura AdministrativeArea3,2021-06-03,224.2417768,2.053693628,1.287456224,High Risk
Anuradapura AdministrativeArea4,2021-06-04,266.5406227,-0.406740095,0.85558729,Moderate Risk
Anuradapura AdministrativeArea3,2021-06-05,221.0374742,2.450320842,1.933383285,No Risk
Anuradapura AdministrativeArea4,2021-06-06,97.17994975,-1.952423763,-1.991576494,High Risk
Anuradapura AdministrativeArea3,2021-06-07,212.0316291,-1.560603829,1.537437258,High Risk
Anuradapura AdministrativeArea4,2021-06-08,178.75041,0.057953428,0.453805425,Low Risk
Anuradapura AdministrativeArea1,2021-06-09,295.4736693,1.841526866,-1.990061877,High Risk
Anuradapura AdministrativeArea4,2021-06-10,177.4913868,-0.73023445,-0.138024715,Moderate Risk
Anuradapura AdministrativeArea2,2021-06-11,59.61374579,1.687339371,1.069749509,High Risk
Anuradapura AdministrativeArea1,2021-06-12,116.0473777,-0.372737068,-1.26981322,Moderate Risk
Anuradapura AdministrativeArea3,2021-06-13,279.3454401,1.764960175,0.713908726,High Risk
Anuradapura AdministrativeArea2,2021-06-14,290.5890826,-1.112842848,-1.441326319,Moderate Risk
Anuradapura AdministrativeArea2,2021-06-15,232.1246442,-0.140541262,1.213809755,Moderate Risk
Anuradapura AdministrativeArea1,2021-06-16,64.2159747,-1.10634342,0.273853473,Moderate Risk
Anuradapura AdministrativeArea2,2021-06-17,55.88534694,-1.423882372,-1.864453389,Moderate Risk
Anuradapura AdministrativeArea1,2021-06-18,169.8987507,-0.394271399,-1.63649717,Moderate Risk
Anuradapura AdministrativeArea4,2021-06-19,299.9180766,-0.826466239,1.455460199,Moderate Risk
Anuradapura AdministrativeArea1,2021-06-20,267.3241844,1.435734782,-1.867994332,High Risk
Anuradapura AdministrativeArea1,2021-06-21,283.2769052,1.238192785,-0.805829604,Moderate Risk
Anuradapura AdministrativeArea3,2021-06-22,205.8853762,-0.707232984,0.26764755,Moderate Risk
Anuradapura AdministrativeArea2,2021-06-23,264.7811821,2.461369806,-1.146240878,Moderate Risk
Anuradapura AdministrativeArea3,2021-06-24,129.9245936,2.369189074,-1.103071337,Moderate Risk
Anuradapura AdministrativeArea3,2021-06-25,56.84100086,2.089167388,1.104136047,High Risk
Anuradapura AdministrativeArea3,2021-06-26,279.5626571,0.432539965,-0.836021663,Moderate Risk
Anuradapura AdministrativeArea3,2021-06-27,104.6076562,-0.438446291,-1.845668202,Moderate Risk
Anuradapura AdministrativeArea3,2021-06-28,232.1215887,-0.934885256,0.8844872,Moderate Risk
Anuradapura AdministrativeArea2,2021-06-29,214.7418287,-2.424839655,1.817463833,High Risk
Anuradapura AdministrativeArea2,2021-06-30,89.5408871,0.659033659,1.327735906,Low Risk
Anuradapura AdministrativeArea2,2021-07-01,98.94474913,0.26580955,0.194248118,Low Risk
Anuradapura AdministrativeArea3,2021-07-02,132.2681204,0.649357578,-0.300464988,Moderate Risk
Anuradapura AdministrativeArea2,2021-07-03,239.2326632,0.379774562,1.700660684,High Risk
Anuradapura AdministrativeArea3,2021-07-04,59.81106117,-1.811420293,1.064901753,High Risk
Anuradapura AdministrativeArea2,2021-07-05,151.7671851,0.97689695,0.282628965,Low Risk
Anuradapura AdministrativeArea2,2021-07-06,216.2783016,-0.697821126,1.519289276,Moderate Risk
Anuradapura AdministrativeArea2,2021-07-07,92.86773648,0.081474166,0.406849454,Low Risk
Anuradapura AdministrativeArea2,2021-07-08,79.85431814,-0.671731131,1.89401867,Moderate Risk
Anuradapura AdministrativeArea1,2021-07-09,147.5530603,-2.390000649,1.433161913,High Risk
Anuradapura AdministrativeArea2,2021-07-10,121.6398045,1.882769107,0.201780923,High Risk
Anuradapura AdministrativeArea2,2021-07-11,212.2739161,-1.756332784,1.691344838,High Risk
Anuradapura AdministrativeArea1,2021-07-12,292.3921341,0.410865314,-0.630244185,Moderate Risk
Anuradapura AdministrativeArea4,2021-07-13,51.11723398,1.915655068,0.803708085,High Risk
Anuradapura AdministrativeArea4,2021-07-14,275.5949781,-1.393353752,-1.314897589,Moderate Risk
Anuradapura AdministrativeArea1,2021-07-15,158.3057591,-0.439926337,1.58145966,Moderate Risk
Anuradapura AdministrativeArea4,2021-07-16,216.0019323,-0.61134009,-1.0077994,Moderate Risk
Anuradapura AdministrativeArea2,2021-07-17,262.7567582,-2.053897598,1.796130047,High Risk
Anuradapura AdministrativeArea3,2021-07-18,193.3646653,-0.382413646,-1.932034171,Moderate Risk
Anuradapura AdministrativeArea3,2021-07-19,74.3279568,-0.102607569,0.727347587,Moderate Risk
Anuradapura AdministrativeArea2,2021-07-20,85.14879393,-2.36701334,-1.399775321,Moderate Risk
Anuradapura AdministrativeArea2,2021-07-21,247.3200106,-0.059281213,1.083245889,Moderate Risk
Anuradapura AdministrativeArea4,2021-07-22,107.2745579,-2.030849362,-0.032376279,Moderate Risk
Anuradapura AdministrativeArea1,2021-07-23,192.259404,1.962313297,1.63860101,No Risk
Anuradapura AdministrativeArea3,2021-07-24,157.0201281,0.75078874,0.860276839,Low Risk
Anuradapura AdministrativeArea2,2021-07-25,125.9097457,-2.217865337,1.073063955,High Risk
Anuradapura AdministrativeArea1,2021-07-26,246.741891,1.63521509,-1.518082523,High Risk
Anuradapura AdministrativeArea1,2021-07-27,232.8041631,-0.692002753,-1.613755159,Moderate Risk
Anuradapura AdministrativeArea2,2021-07-28,211.5272211,-1.371914304,1.402230821,Moderate Risk
Anuradapura AdministrativeArea1,2021-07-29,143.1678421,-1.230393919,-1.096904626,Moderate Risk
Anuradapura AdministrativeArea3,2021-07-30,106.617581,0.488592937,1.467767304,Low Risk
Anuradapura AdministrativeArea3,2021-07-31,178.9737377,-2.092235327,-1.42984745,Moderate Risk
Anuradapura AdministrativeArea1,2021-08-01,254.2760251,-2.206274319,-0.766194877,Moderate Risk
Anuradapura AdministrativeArea2,2021-08-02,193.9162426,0.637565233,1.714954917,High Risk
Anuradapura AdministrativeArea1,2021-08-03,292.5349108,2.409547347,1.358871332,High Risk
Anuradapura AdministrativeArea4,2021-08-04,53.85937202,-0.082857929,-1.783029424,Moderate Risk
Anuradapura AdministrativeArea2,2021-08-05,299.5866953,-0.433583365,-0.207609959,Moderate Risk
Anuradapura AdministrativeArea2,2021-08-06,222.8522616,2.235988514,1.639471369,No Risk
Anuradapura AdministrativeArea2,2021-08-07,258.1685043,-1.295047095,-1.940968631,Moderate Risk
Anuradapura AdministrativeArea3,2021-08-08,133.7380919,-1.297294834,-1.570722053,Moderate Risk
Anuradapura AdministrativeArea2,2021-08-09,177.085332,2.025580565,0.58078354,High Risk
Anuradapura AdministrativeArea2,2021-08-10,249.247312,0.734655898,-1.580066068,High Risk
Anuradapura AdministrativeArea3,2021-08-11,240.1623681,-2.231081058,-0.204646995,Moderate Risk
Anuradapura AdministrativeArea3,2021-08-12,133.5086072,0.86988704,0.031291128,Low Risk
Anuradapura AdministrativeArea3,2021-08-13,131.1025588,1.600157706,1.441016254,High Risk
Anuradapura AdministrativeArea2,2021-08-14,215.7028007,-1.130233411,1.829563281,Moderate Risk
Anuradapura AdministrativeArea2,2021-08-15,283.4147954,-0.585535629,0.048923792,Moderate Risk
Anuradapura AdministrativeArea3,2021-08-16,159.6964977,-1.511616911,0.041441287,High Risk
Anuradapura AdministrativeArea3,2021-08-17,138.2354498,0.666731347,0.907181354,Low Risk
Anuradapura AdministrativeArea4,2021-08-18,273.6717591,0.820974346,-1.229973533,Moderate Risk
Anuradapura AdministrativeArea3,2021-08-19,220.7640154,-2.157320843,1.763434163,High Risk
Anuradapura AdministrativeArea1,2021-08-20,147.0689949,0.888523255,-1.995204302,High Risk
Anuradapura AdministrativeArea4,2021-08-21,64.31905771,0.792272921,-1.99282452,High Risk
Anuradapura AdministrativeArea3,2021-08-22,230.372318,-2.324327708,0.502665447,High Risk
Anuradapura AdministrativeArea3,2021-08-23,138.2216227,0.276850381,-0.634061231,Moderate Risk
Anuradapura AdministrativeArea3,2021-08-24,67.64154944,0.569692168,-0.407539039,Moderate Risk
Anuradapura AdministrativeArea3,2021-08-25,203.0722718,-0.349221714,-1.114251297,Moderate Risk
Anuradapura AdministrativeArea1,2021-08-26,130.7517176,2.006585878,-0.36879041,Moderate Risk
Anuradapura AdministrativeArea3,2021-08-27,134.6141271,-0.858153403,1.311932574,Moderate Risk
Anuradapura AdministrativeArea2,2021-08-28,169.7925327,-2.16410814,0.796997793,High Risk
Anuradapura AdministrativeArea4,2021-08-29,229.3686918,0.859264975,-1.621384977,High Risk
Anuradapura AdministrativeArea3,2021-08-30,119.0826194,0.526101262,-1.773280645,High Risk
Anuradapura AdministrativeArea2,2021-08-31,70.23647894,2.445292553,0.02477119,High Risk
Anuradapura AdministrativeArea1,2021-09-01,156.1064304,-1.343458595,0.920643853,Moderate Risk
Anuradapura AdministrativeArea4,2021-09-02,63.73135578,-0.522528068,0.657956276,Moderate Risk
Anuradapura AdministrativeArea3,2021-09-03,224.3171275,-0.194101015,1.456458775,Moderate Risk
Anuradapura AdministrativeArea4,2021-09-04,289.810867,1.807539436,-1.466941529,Moderate Risk
Anuradapura AdministrativeArea3,2021-09-05,214.6897019,-0.427160041,0.423010548,Moderate Risk
Anuradapura AdministrativeArea1,2021-09-06,118.8476124,1.360741623,1.064058189,Low Risk
Anuradapura AdministrativeArea1,2021-09-07,95.42559688,-1.715286367,1.751363152,High Risk
Anuradapura AdministrativeArea4,2021-09-08,108.1958928,-0.451078031,-1.59646785,Moderate Risk
Anuradapura AdministrativeArea4,2021-09-09,105.4025008,-1.725112758,-1.041432597,Moderate Risk
Anuradapura AdministrativeArea4,2021-09-10,128.4576265,2.248394325,-0.581634271,Moderate Risk
Anuradapura AdministrativeArea1,2021-09-11,74.33666953,-1.611213478,0.1630017,High Risk
Anuradapura AdministrativeArea2,2021-09-12,273.9297644,-0.404636332,-0.365551222,Moderate Risk
Anuradapura AdministrativeArea4,2021-09-13,271.2801238,-2.088696385,1.444469136,High Risk
Anuradapura AdministrativeArea3,2021-09-14,203.8090634,2.10691761,1.802107752,No Risk
Anuradapura AdministrativeArea1,2021-09-15,65.48009172,0.619093837,-1.719685375,High Risk
Anuradapura AdministrativeArea4,2021-09-16,251.0001852,2.312281313,0.798722529,High Risk
Anuradapura AdministrativeArea1,2021-09-17,65.44714593,-2.288641824,-1.542906725,High Risk
Anuradapura AdministrativeArea4,2021-09-18,76.60530594,-1.625107455,1.591820616,High Risk
